article_id,year,clean_text
337,1987,met nfl player associ execut director group charger believ cold hard fact player strike encourag look like go long haul said offens lineman denni mcknight mcknight one six charger yesterday met upshaw member sever nfl club lo angel hotel mcknight reportedli join lineback billi ray smith defens back
338,1987,israel sold million dollar worth explos artilleri ammunit shell compon iran swedish middleman accord document seiz swedish custom polic sale describ document separ isra sale led iran contra scandal israel acknowledg ship weapon iran approv part oper deni made arm sale iran swedish
339,1987,ted bate advertis plagu major account loss last month lost yet anoth long time client continent bake co divis ralston purina bate client year divid million bill grey advertis tatham laird kudner chicago biggest chunk million worth advertis goe tlk handl old favorit hostess cupcak twinki rest st loui base
340,1987,boston gov michael dukaki respond monday time magazin stori said person knowledg presidenti campaign worker sabotag white hous bid sen joseph biden would angri anybodi know know kind campaign run know strongli feel neg campaign dukaki said make clear staff peopl think know expect expect
341,1987,profil michael houston winter man suspect rob trust compani bank northsid drive fulton counti januari disguis priest michael houston winter man suspect rob fulton counti bank day ago disguis priest one youngest correspond vietnam earli stage war winter came home monro mich editor toledo blade impress war clip hire
342,1987,dalla base mtech corp thursday said enter definit agreement acquir kalvar corp minneapoli provid comput output microfilm million acquisit equal per kalvar share broaden mtech reach bank data process servic mtech alreadi nation largest provid backshop data process servic bank depositori institut acquisit kalvar peopl expertis
343,1987,vancouv took year hard work determin make jim vukich top rank curler unit state figur time peopl stop call hairdress get angri tell peopl home curl break laughter ask curl hair seattl properti develop said break world curl championship end yesterday knew took get
344,1987,past year million pound microwav popcorn sold least million bag microwav popcorn sold year still prepar popcorn microwav mix bag pop popcorn best job microwav accord gener electr take electr pop corn microwav take use method popcorn low moistur content absorb microwav well oven
345,1987,bu roll crenshaw elementari school today first children greet school namesak thelma crenshaw crenshaw elementari bailey bridg road matoaca one three elementari school open today chesterfield counti pupil expect miss crenshaw first woman chesterfield school name said still believ exactli float around cloud nine retir
346,1987,ordinarili type person spend lot time fuss famili car frankli keep dog hair empti diet soda can back seat came someth shock letter arriv factori day confess certain amount fear loath open envelop knew heart seriou respons owner seem
